tweet_text,user_id,hashtags,time,url
"@chiproytx Love your passion about the climate nonsense, however, you are missing what “climate change” is really about. It has nothing to do with climate change. It’s about sustainable development which is depopulation and degrowth (which explains no nuclear) which is UN agenda… https://t.co/vV6R5x67aF",1634332795005988866,,2023-03-10 23:17:57 +0000 +0000,https://twitter.com/listen_2learn/status/1634332795005988866
Columbina doesn't believe in climate change! https://t.co/nkrXyXU9nr,1634316992860807170,,2023-03-10 22:15:09 +0000 +0000,https://twitter.com/GenshinAnything/status/1634316992860807170
"Upcoming forestry webinar:
Adaptation of silviculture practices to climate change

March 29, 2023 @ 2:00 Eastern time

For more information and to register: https://t.co/GTvBW3PmXI

#webinar #forest  #climate",1634325932264529921,"webinar,forest,climate",2023-03-10 22:50:41 +0000 +0000,https://twitter.com/ErinFraserReid/status/1634325932264529921
"Really stoked that my “After the Fire” blog post (on the grief of climate change on working class communities) has been quoted in @de_Jong_Sara’s awesome working paper keynote address, from the ‘Challenges for Sustainability Research’ Conference. 

➡️ https://t.co/XDZmEBe0zK https://t.co/mueWsFk3NC",1634335150648467459,,2023-03-10 23:27:19 +0000 +0000,https://twitter.com/smizz/status/1634335150648467459
"The honeymoon is over for the @AlboMP Gov, they say. Higher interest rates and cost of living rises are not the fault of this Gov't. What is a failure of this Gov't is real climate change action, pandering to fossil fuel interests, no super profits tax, a sham emissions reduction",1634316203081748480,,2023-03-10 22:12:01 +0000 +0000,https://twitter.com/CJHarvey56/status/1634316203081748480
People who believe in climate change are an existential threat to humanity.,1634309807103516674,,2023-03-10 21:46:36 +0000 +0000,https://twitter.com/_TimSwain_/status/1634309807103516674
.@JoeBiden .@SecDebHaaland Finally there seems to be a democrat with a spine left in D.C. https://t.co/nRxMlNPaC7 Why is this women being allowed to stay employed  in The Interior dept is beyond me. Sacrificing National Security over Climate Change. @MinnesotaMiners,1634338024531132416,,2023-03-10 23:38:44 +0000 +0000,https://twitter.com/MinnesotaMiners/status/1634338024531132416
"California is quickly becoming one of the most impacted regions on Earth by climate change. 

This state has seen repeated extreme drought, floods, heatwaves, blizzards, and wildfires in the last decade.

Our tranquil climate is our pull. We must be the epitome of climate action.",1634312256556257280,,2023-03-10 21:56:20 +0000 +0000,https://twitter.com/edgarrmcgregor/status/1634312256556257280
@Imposter_Edits The ONLY positive thing about climate change is that one day Florida will disappear under the water.,1634317142941380608,,2023-03-10 22:15:45 +0000 +0000,https://twitter.com/parallaxer/status/1634317142941380608
"Burning fossil fuels creates CO2 a ""greenhouse gas"". This is what climate alarmists claim is causing climate change. Facts follow.
CO2 is 400 PPM in the atmosphere. That's .04%!
At the maximum humans MIGHT contribute 15 of the 400 parts per million.  That's 3.75% of .04%!",1634333086199472128,,2023-03-10 23:19:06 +0000 +0000,https://twitter.com/tommyBoomboom/status/1634333086199472128
"love talking in voice chats with my friends because then I can talk about politics without risking being arrested :3

like the solution to climate change for example, it's really simple but saying it on twitter would get me banned",1634338641345486850,,2023-03-10 23:41:11 +0000 +0000,https://twitter.com/HannahLastName1/status/1634338641345486850
"@JonesHowdareyou Not forgetting the irony that David commissioned Match of the Day in (I think) 1964.  
So the Beeb won't tolerate the calling out of fascism on one hand, while making the decision not to air the truth about climate change. Someone has them firmly by the 🥜",1634322096724774912,,2023-03-10 22:35:26 +0000 +0000,https://twitter.com/ThirteenthCent/status/1634322096724774912
"Health and climate change are intrinsically linked. Listening to a talk today from the big nerd ""activist with a nursing degree"" @mikeythenurse",1634324867159060481,,2023-03-10 22:46:27 +0000 +0000,https://twitter.com/tiredkiwinurse/status/1634324867159060481
What disability justice organizations should I be following for thought leadership on climate change?,1634327864664285185,,2023-03-10 22:58:21 +0000 +0000,https://twitter.com/bethsawin/status/1634327864664285185
@KelemenCari @disclosetv Soon the rich will be busy with all the carbon credits. Climate change has nothing to do with climate. It is only for the rich to get richer through buying/selling carbon credits.,1634318803457941504,,2023-03-10 22:22:21 +0000 +0000,https://twitter.com/RogerLukes/status/1634318803457941504
"Great 24 hours, #BBC: shows Fiona Bruce defending S Johnson breaking wife's nose cos it only happened once, then defends Bruce for defending him. But cancels Lineker for saying that some language sounded like some other language and Attenborough for warning about climate change.",1634318976250437635,BBC,2023-03-10 22:23:02 +0000 +0000,https://twitter.com/junwinator/status/1634318976250437635
"I mean, they're scared of upsetting the Right-Wing because they're denying climate change? THAT'S how f*cking stupid this government and their backers are. F*ckin' snowflakes. ENOUGH. 

https://t.co/y1Q7RADkL2",1634336200222822400,,2023-03-10 23:31:29 +0000 +0000,https://twitter.com/JCaramac/status/1634336200222822400
"Climate Change and disasters cause displacement. For Vanuatu, disasters displaced at least 175,000 people from 2011-2021.",1634335894491766784,,2023-03-10 23:30:16 +0000 +0000,https://twitter.com/slyarriola/status/1634335894491766784
The double standards of the BCC is shocking. Censorship of Gary Lineker for commenting on illegal migration bill  &amp; David Attenborough speaking about the devastaon of climate change but Alan Sugar &amp; Jermey Clarkson along with others are allowed to be political #ImWithGary 👇👇👇,1634315267156107265,ImWithGary,2023-03-10 22:08:18 +0000 +0000,https://twitter.com/Kennedy_ails/status/1634315267156107265
"@jakeshieldsajj It was relabeled ""climate change"" for a simple reason and I'll say it in two words:

Unfalsifiable hypothesis.

The ""climate change"" hypothesis is totally unfalsifiable.  There is no event or series of events that could prove them wrongs. Any event is support for their narrative.",1634342807862407168,,2023-03-10 23:57:44 +0000 +0000,https://twitter.com/BennySeattle/status/1634342807862407168
Waiting for @SecYellen to blame SVB collapse on climate change ...,1634330443356205057,,2023-03-10 23:08:36 +0000 +0000,https://twitter.com/markjeffrey/status/1634330443356205057
"In our society, so rarely are present with problems side-by-side with their solutions. Some problems, including big, important ones, seem to have no solution at all. Wealth inequality, climate change, healthcare, and so on. It's very stressful to think about.",1634342335260635137,,2023-03-10 23:55:51 +0000 +0000,https://twitter.com/CooperationdTX/status/1634342335260635137
"@Zero_4 Yep, and before Tory rule the BBC did decades of 'impartiality' with climate change. Quack vs scientist every time. I'll never forgive them for that.",1634339133815418881,,2023-03-10 23:43:08 +0000 +0000,https://twitter.com/HullLecturer/status/1634339133815418881
"""A solution to climate change is actually happening. What will the world look like in 30 years when we're done?"" @yeeguy
Let's go #SXSW2023 @Restor_eco @AmericanForests @PachamaInc ! https://t.co/BkX0Im0CeR",1634313873439301633,SXSW2023,2023-03-10 22:02:46 +0000 +0000,https://twitter.com/TF_Global/status/1634313873439301633
@anthony_butt @AlboMP You don't sit on the fence if you take climate change action seriously. The disgusting thing is that that is the main reason they won government- to address climate change because the LNP were/are still pushing climate change denialism.,1634319248020639744,,2023-03-10 22:24:07 +0000 +0000,https://twitter.com/CJHarvey56/status/1634319248020639744
"@randlight FACT CHECK. False. 
NASA has not made such a determination, a spokesperson for the agency told The Associated Press. The agency agrees with the scientific consensus that climate change is driven by greenhouse gas emissions caused by human activity.

https://t.co/8uv2xVsz23",1634334255928180736,,2023-03-10 23:23:45 +0000 +0000,https://twitter.com/anonymous_julie/status/1634334255928180736
@timdunlop And I see this on the same day that I read that the BBC has pulled the final episode of David Attenborough's Wild Isles series because he is talking about environmental collapse/climate change...,1634325986811727872,,2023-03-10 22:50:54 +0000 +0000,https://twitter.com/CastIronBalcony/status/1634325986811727872
"The Inflation Reduction Act's climate subsidies turbo charged the climate tech sector.  However, since it didn't actually reduce or address inflation, the massive spending bill accelerated the demise of SVB.  This is an example of a paradox. 

Paradoxically, climate change caused…",1634322159509069825,,2023-03-10 22:35:41 +0000 +0000,https://twitter.com/RyanMaue/status/1634322159509069825
"The global economy has entered a new cycle characterized by value chain disruptions, resource competition, and climate change. The @wef and @kearney’s latest white paper outlines five trends that will form the future of global s ..
rt @wef https://t.co/3hyeCJGhlO",1634318335318847488,,2023-03-10 22:20:29 +0000 +0000,https://twitter.com/MarketerNCust/status/1634318335318847488
"Canada's spy service claims climate change threatens national security and prosperity, including arctic security, environmental degradation, and violent extremism.

MORE: https://t.co/C2vSJG5Uy1 https://t.co/JIlI0gqIFT",1634333451431075843,,2023-03-10 23:20:33 +0000 +0000,https://twitter.com/RebelNews_QC/status/1634333451431075843
"This statement that ""climate change caused the collapse of SVB"" is simultaneously true and untrue. The untrue part is that it was actually misguided government action that caused it, not actually the climate change itself. But the true part is...",1634328902503137281,,2023-03-10 23:02:29 +0000 +0000,https://twitter.com/McClellanOsc/status/1634328902503137281
"@IsuphJt For sometime now EU/US shipped most of their “dirty industries” to China/Asia concentrating on services, financial services particularly hence can pontificate on climate change. China, India &amp; a few others have caught up in the hi-tech game",1634319891850305536,,2023-03-10 22:26:41 +0000 +0000,https://twitter.com/Aliyujari/status/1634319891850305536
@Acyn Republicans are way too enthusiastic about making Climate Change dramatically worse.,1634322708367327233,,2023-03-10 22:37:52 +0000 +0000,https://twitter.com/razzli_/status/1634322708367327233
"@Gym_Vex My counter to that is that while mass automation is possible, it is not ecologically sustainable and will collapse under climate change. My problem with UBI is that it is only feasible for the richest countries in the world.",1634330871091036160,,2023-03-10 23:10:18 +0000 +0000,https://twitter.com/USClaireForce/status/1634330871091036160
"Admit it is clearly not appropriate to apply the Cochrane method to any health-related outcome, let alone to physics, whether aerosol physics or climate change. @cochranecollab needs ethics guidelines to place strict limitations on where RCTs can be ethically deployed.",1634331837236666369,,2023-03-10 23:14:09 +0000 +0000,https://twitter.com/ToshiAkima/status/1634331837236666369
"On March 25, Vote @LiberalNSW and get the @NSWNationals,  whose members continue to deny climate change even exists.

#nswpol #ClimateAction #VaucluseVotes

https://t.co/V4GUnZI1lU",1634327246772097026,"nswpol,ClimateAction,VaucluseVotes",2023-03-10 22:55:54 +0000 +0000,https://twitter.com/kgfreyer/status/1634327246772097026
"Why is climate change a factor if far bigger storms were more common back in the mid-late 19th century as shown in past newspapers? 🤔

""NIWA did not say it was caused by climate change, only that climate change was likely to be a factor in its severity""

https://t.co/aMTrjtqFbI",1634339282113683456,,2023-03-10 23:43:44 +0000 +0000,https://twitter.com/Rightofcentre2/status/1634339282113683456
"CALIFORNIA: LONG EXTREME WEATHER FROM JANUARY: MEGAFLOOD WARNING
Warning of disastrous massive mega-flood, described in research “Climate change is increasing the risk of a California megaflood”  (2022, Xingying Huang https://t.co/m0jz9LjCQS
#flood #extremeweather #climatechange https://t.co/R5Qo2LNcBt",1634328453054083075,"flood,extremeweather,climatechange",2023-03-10 23:00:42 +0000 +0000,https://twitter.com/PCarterClimate/status/1634328453054083075
"Young people ""want their schools to go beyond teaching the science of climate change and include more solution-focused courses"" (Did #UVic admin really decide to ditch their only #ClimateAction   program?!?) https://t.co/ntfuWl0q3F #yyj #bced",1634317148456882176,"UVic,ClimateAction,yyj,bced",2023-03-10 22:15:46 +0000 +0000,https://twitter.com/CJusticeVic/status/1634317148456882176
"Canada's spy service claims climate change threatens national security and prosperity, including arctic security, environmental degradation, and violent extremism.

MORE: https://t.co/I0FkVARibB https://t.co/EcXuHkF5FE",1634333450797711360,,2023-03-10 23:20:33 +0000 +0000,https://twitter.com/RebelNews_CA/status/1634333450797711360
"@RyanMaue Is there nothing Climate Change can't do?  Now it's taking down banks!...

Interesting point re the funds for many of the CC startups - might be the spur for a bailout?  (Just say no to bailouts)",1634322888403693571,,2023-03-10 22:38:35 +0000 +0000,https://twitter.com/cheesetrader1/status/1634322888403693571
"Why is there poverty? I know, it's the joos! Why are so many people concerned about climate change? I know, it's a hoax cooked up by the joos to distract us from their conspiracy to rule the world!",1634331758555697153,,2023-03-10 23:13:50 +0000 +0000,https://twitter.com/SethCotlar/status/1634331758555697153
"If the @CochraneLibrary method is indeed a universally applicable scientific methodology, as your pyramid imputes, then let's see it applied to climate change, the heliocentric universe, quantum mechanics, relativity theory, gravity waves, or the Higgs boson. And aerosol physics. https://t.co/m9LTygMAyM",1634331835030474752,,2023-03-10 23:14:08 +0000 +0000,https://twitter.com/ToshiAkima/status/1634331835030474752
"This is an intelligent move. We know the Tongass will do just that.  

The Biden administration has called for protecting mature US forests to slow climate change, but it's still allowing them to be logged https://t.co/ziJHbE6akB via @ConversationUS #ProtectTongass #ClimateCrisis",1634338830294859776,"ProtectTongass,ClimateCrisis",2023-03-10 23:41:56 +0000 +0000,https://twitter.com/bluwndzdancing/status/1634338830294859776
"How does a major party preselect a climate denier in 2023? It tells us a lot about a party if that isn’t part of the pre-screening criteria.
Nationals candidate in crucial seat challenges man-made climate change, points to weird NASA conspiracy theory. https://t.co/FylLmF2u7W",1634326913689989120,,2023-03-10 22:54:35 +0000 +0000,https://twitter.com/JackEGough/status/1634326913689989120
"So glad to see @PowerUSAID’s visit to Can Tho university, a fabulous institution &amp; city at the heart of rapid climate change in #Vietnam and the region.",1634317819314683904,Vietnam,2023-03-10 22:18:26 +0000 +0000,https://twitter.com/CNguyenEc/status/1634317819314683904
"Teaching about climate change or natural disturbance?

Alonso Ramirez's new profile shares his research on the impacts of hurricanes on tropical streams and their mayfly larvae communities @LUQLTER 

slides: https://t.co/tdL99mC2Aj

Thx @ARamirezLab!
@NCStateAEC",1634328481537589250,,2023-03-10 23:00:49 +0000 +0000,https://twitter.com/biodiversifying/status/1634328481537589250
"Dear @nytimes 
Our budget doesn't matter in the least if we do not address climate change now.

Also, where are HUGE stories about impending deadpool in the west? 37 ds of water left when it deadpools - all homes become uninhabitable. No water 4 states &amp; Mexico. WHERE r stories?",1634324584932470784,,2023-03-10 22:45:19 +0000 +0000,https://twitter.com/MtnMD/status/1634324584932470784
@cochranecollab so when will we get a Cochrane review of whether CO2 emissions reduction will prevent the adverse health impacts of climate change? It will state: “not a shred of evidence”. Maybe let Conly lead it with Heneghan as an unlisted author.🧵,1634330528836112384,,2023-03-10 23:08:57 +0000 +0000,https://twitter.com/ToshiAkima/status/1634330528836112384
"Canada's spy service claims climate change threatens national security and prosperity, including arctic security, environmental degradation, and violent extremism.

MORE: https://t.co/8KZBYlXtF6 https://t.co/Esv4gjOlIn",1634333451141652480,,2023-03-10 23:20:33 +0000 +0000,https://twitter.com/RebelNewsOnline/status/1634333451141652480
"Climate change slowing down, not speeding up, movement of large Arctic rivers: study https://t.co/XtdDAtMv5O https://t.co/1ufQHk4MUg",1634341766710312960,,2023-03-10 23:53:36 +0000 +0000,https://twitter.com/GlobalNational/status/1634341766710312960
"65+ @USAID Environment Officers spent the week in #Colombia sharing lessons learned, providing thought leadership, &amp; developing ideas 4 how to tackle climate change &amp; support regional development globally. #climate #2023EnvironmentOfficersConference @USAID_Colombia @USAIDEnviro https://t.co/c1w2eGFln3",1634305715627081733,"Colombia,climate,2023EnvironmentOfficersConference",2023-03-10 21:30:21 +0000 +0000,https://twitter.com/USAIDLAC/status/1634305715627081733
"DMD Okamura: Wonderful to meet with the 🇲🇷 Prime Minister, President, Governor of @bcmauritanie and other government officials to discuss their new 42-month IMF-supported program, inclusive growth and climate change challenges. Learn more about my trip: https://t.co/joVsIpeTru https://t.co/yBwkTVZr9t",1634324730886115329,,2023-03-10 22:45:54 +0000 +0000,https://twitter.com/IMFinMENA/status/1634324730886115329
@OzraeliAvi @GretaThunberg Looks like climate change wiped out her tweet,1634314888431697920,,2023-03-10 22:06:48 +0000 +0000,https://twitter.com/garry_harman/status/1634314888431697920
"CS Tuya: We want to amend the Climate Change Act to enable us tap into the  multi-billion sector industry of the Carbon Market.
#TheGreatKBC ^RO https://t.co/MTxq26GbBL",1634305124159070208,TheGreatKBC,2023-03-10 21:28:00 +0000 +0000,https://twitter.com/KBCChannel1/status/1634305124159070208
"On Friday, the extremist House Freedom Caucus released their budgetary demands. They want to slash Biden’s plan for relieving over 40 million people from student debt burdens, to rescind unspent Covid-19 funds, and to cut climate change funding. https://t.co/sn5WPInZBz",1634324833013039113,,2023-03-10 22:46:19 +0000 +0000,https://twitter.com/newrepublic/stat
